purchase_id,product_id,customer_id,purchase_date,quantity
206,45,35,2024-08-13,1
207,28,35,2024-08-16,2
208,37,24,2024-08-28,3
209,20,8,2024-08-21,4
210,17,49,2024-08-08,6
211,2,21,2024-08-19,2
212,40,25,2024-08-10,7
213,28,26,2024-08-04,9
214,36,49,2024-08-31,7
215,38,39,2024-08-12,7
216,37,40,2024-08-05,7
217,43,40,2024-08-06,4
218,28,40,2024-08-31,9
219,19,41,2024-08-11,10
220,41,49,2024-08-05,8
221,26,24,2024-08-10,3
222,16,4,2024-08-22,9
223,42,33,2024-08-15,5
224,28,38,2024-08-28,2
225,26,19,2024-08-07,9
226,12,7,2024-08-21,4
227,40,4,2024-08-03,8
228,20,23,2024-08-23,5
229,16,44,2024-08-23,9
230,30,15,2024-08-30,10
231,33,39,2024-08-19,3
232,7,50,2024-08-06,2
233,28,38,2024-08-20,2
234,39,34,2024-08-31,10
235,9,13,2024-08-11,9
236,3,7,2024-08-25,5
237,20,12,2024-08-24,10
238,1,23,2024-08-18,9
239,45,13,2024-08-06,3
240,23,24,2024-08-20,8
241,2,5,2024-08-04,5
242,5,29,2024-08-14,2
243,33,28,2024-08-22,5
244,35,28,2024-08-03,6
245,41,12,2024-08-10,2
246,16,14,2024-08-18,7
247,33,13,2024-08-28,2
248,22,20,2024-08-08,3
249,20,15,2024-08-15,2
250,33,38,2024-08-20,8
251,26,21,2024-08-18,10
252,37,3,2024-08-23,2
253,10,41,2024-08-16,7
254,40,22,2024-08-14,8
255,29,23,2024-08-29,7
256,13,23,2024-08-04,8
257,25,39,2024-08-03,7
258,12,43,2024-08-11,9
259,2,29,2024-08-02,3
260,32,22,2024-08-07,8
261,15,9,2024-08-11,9
262,46,30,2024-08-27,4
263,23,2,2024-08-06,5
264,32,9,2024-08-13,6
265,12,35,2024-08-13,10
266,14,13,2024-08-24,9
267,13,44,2024-08-14,8
268,3,32,2024-08-14,5
269,2,16,2024-08-03,7
270,5,9,2024-08-03,7
271,21,40,2024-08-03,6
272,46,17,2024-08-19,6
273,7,19,2024-08-20,6
274,46,41,2024-08-28,1
275,4,21,2024-08-09,3
276,32,5,2024-08-29,8
277,9,28,2024-08-07,6
278,26,1,2024-08-09,8
279,6,21,2024-08-24,6
280,32,29,2024-08-25,1
281,30,19,2024-08-25,8
282,33,1,2024-08-03,5
283,29,44,2024-08-25,6
284,37,27,2024-08-12,1
285,38,29,2024-08-25,7
286,10,3,2024-08-02,8
287,18,44,2024-08-22,8
288,28,2,2024-08-29,8
289,19,19,2024-08-01,5
290,3,31,2024-08-21,3
291,41,22,2024-08-09,7
292,4,41,2024-08-07,3
293,27,18,2024-08-03,9
294,3,3,2024-08-12,5
295,31,7,2024-08-28,6
296,32,28,2024-08-02,7
297,6,38,2024-08-28,6
298,11,16,2024-08-23,6
299,20,33,2024-08-29,1
300,4,41,2024-08-06,4
301,7,32,2024-08-17,8
302,23,32,2024-08-22,6
303,17,32,2024-08-23,10
304,49,20,2024-08-22,1
305,32,45,2024-08-09,4
306,24,15,2024-08-24,6
307,48,45,2024-08-24,9
308,15,23,2024-08-12,2
309,9,43,2024-08-09,4
310,7,34,2024-08-12,1
311,28,5,2024-08-16,2
312,29,36,2024-08-27,8
313,36,15,2024-08-10,1
314,28,34,2024-08-05,8
315,11,21,2024-08-11,8
316,15,37,2024-08-27,10
317,26,41,2024-08-25,6
318,37,46,2024-08-08,8
319,32,48,2024-08-17,8
320,37,23,2024-08-13,9
321,28,21,2024-08-16,9
322,2,38,2024-08-19,5
323,11,10,2024-08-09,7
324,17,31,2024-08-28,5
325,13,18,2024-08-23,10
326,29,41,2024-08-22,5
327,10,36,2024-08-04,10
328,42,1,2024-08-07,10
329,14,1,2024-08-16,1
330,47,14,2024-08-26,2
331,5,24,2024-08-03,1
332,11,28,2024-08-04,6
333,4,14,2024-08-24,10
334,40,31,2024-08-03,4
335,7,2,2024-08-28,2
336,5,2,2024-08-25,7
337,44,27,2024-08-19,1
338,33,15,2024-08-27,5
339,22,29,2024-08-24,4
340,15,31,2024-08-12,8
341,24,16,2024-08-06,5
342,46,4,2024-08-26,4
343,28,35,2024-08-05,10
344,38,41,2024-08-29,5
345,8,49,2024-08-30,10
346,40,46,2024-08-26,8
347,26,39,2024-08-26,8
348,4,6,2024-08-22,3
349,39,46,2024-08-06,3
350,30,32,2024-08-15,1
351,2,20,2024-08-07,4
352,22,25,2024-08-01,6
353,40,22,2024-08-10,8
354,32,8,2024-08-25,1
355,18,12,2024-08-11,9
356,7,34,2024-08-03,9
357,45,44,2024-08-11,7
358,10,10,2024-08-23,6
359,23,39,2024-08-10,2
360,46,40,2024-08-21,10
361,29,47,2024-08-25,5
362,17,31,2024-08-08,5
363,8,31,2024-08-05,7
364,24,17,2024-08-18,3
365,15,26,2024-08-07,4
366,24,36,2024-08-17,3
367,32,44,2024-08-24,3
368,1,12,2024-08-05,3
369,43,41,2024-08-23,2
370,48,14,2024-08-18,8
371,48,19,2024-08-12,9
372,24,21,2024-08-11,9
373,48,18,2024-08-28,5
374,42,2,2024-08-08,1
375,13,11,2024-08-07,7
376,12,47,2024-08-31,8
377,39,33,2024-08-29,1
378,15,12,2024-08-15,7
379,2,31,2024-08-17,9
380,21,35,2024-08-28,8
381,37,45,2024-08-13,3
382,43,46,2024-08-25,3
383,20,13,2024-08-12,9
384,37,29,2024-08-01,8
385,3,4,2024-08-03,6
386,18,46,2024-08-20,6
387,23,29,2024-08-15,5
388,1,19,2024-08-10,10
389,11,27,2024-08-30,3
390,12,39,2024-08-08,1
391,29,7,2024-08-14,9
392,15,32,2024-08-20,8
393,10,36,2024-08-21,3
394,33,47,2024-08-02,9
395,15,20,2024-08-13,1
396,10,28,2024-08-08,5
397,36,3,2024-08-05,8
398,19,29,2024-08-31,4
399,42,11,2024-08-07,5
400,2,35,2024-08-06,9
401,27,7,2024-08-14,1
402,33,6,2024-08-24,6
403,7,29,2024-08-02,3
404,22,20,2024-08-24,1
405,29,15,2024-08-19,6
406,47,10,2024-08-30,3
407,38,23,2024-08-21,3
408,33,50,2024-08-07,3
409,42,36,2024-08-10,3
410,18,24,2024-08-30,7
411,48,4,2024-08-19,9
412,14,47,2024-08-04,5
413,48,29,2024-08-21,10
414,40,5,2024-08-29,6
415,3,21,2024-08-27,1
416,3,27,2024-08-15,2
417,29,15,2024-08-07,6
418,28,20,2024-08-09,1
419,32,11,2024-08-24,2
420,11,37,2024-08-25,10
421,7,15,2024-08-13,9
422,8,46,2024-08-27,2
423,38,24,2024-08-28,10
424,15,20,2024-08-18,10
425,3,6,2024-08-29,2
426,17,34,2024-08-13,1
427,6,16,2024-08-25,2
428,24,44,2024-08-22,8
429,24,46,2024-08-14,6
430,22,48,2024-08-04,5
431,31,18,2024-08-04,5
432,43,50,2024-08-05,5
433,8,35,2024-08-31,3
434,40,29,2024-08-01,9
435,22,27,2024-08-17,9
436,47,47,2024-08-22,5
437,13,43,2024-08-30,9
438,23,8,2024-08-23,5
439,24,30,2024-08-05,8
440,31,45,2024-08-29,2
441,17,25,2024-08-29,1
442,44,44,2024-08-04,6
443,29,10,2024-08-04,6
444,4,45,2024-08-30,3
445,4,24,2024-08-13,1
446,30,37,2024-08-17,10
447,13,28,2024-08-03,8
448,22,14,2024-08-31,4
449,19,38,2024-08-01,2
450,25,6,2024-08-10,1
451,36,48,2024-08-02,8
452,19,22,2024-08-24,7
453,47,1,2024-08-03,8
454,9,3,2024-08-23,10
455,42,18,2024-08-21,3
456,4,42,2024-08-27,7
457,13,17,2024-08-16,7
458,1,45,2024-08-04,1
459,41,38,2024-08-10,2
460,49,14,2024-08-28,1
461,45,42,2024-08-22,3
462,39,16,2024-08-27,10
463,9,36,2024-08-13,10
464,27,25,2024-08-20,7
465,38,15,2024-08-12,8
466,3,39,2024-08-31,5
467,42,35,2024-08-03,7
468,12,31,2024-08-17,4
469,15,25,2024-08-24,10
470,14,23,2024-08-03,10
471,45,41,2024-08-22,5
472,31,48,2024-08-31,1
473,2,9,2024-08-11,4
474,22,14,2024-08-23,10
475,49,16,2024-08-12,10
476,10,16,2024-08-04,4
477,10,33,2024-08-18,4
478,38,35,2024-08-25,6
479,40,33,2024-08-13,1
480,28,50,2024-08-05,5
481,33,19,2024-08-29,5
482,2,21,2024-08-30,8
483,13,49,2024-08-17,9
484,40,34,2024-08-05,5
485,35,33,2024-08-22,2
486,5,35,2024-08-01,3
487,17,30,2024-08-17,6
488,15,21,2024-08-29,8
489,17,11,2024-08-25,7
490,32,50,2024-08-04,3
491,4,21,2024-08-10,2
492,7,24,2024-08-12,4
493,21,34,2024-08-10,8
494,18,35,2024-08-09,6
495,32,39,2024-08-30,7
496,43,5,2024-08-22,2
497,41,47,2024-08-25,2
498,10,21,2024-08-27,10
499,27,41,2024-08-09,10
500,30,10,2024-08-03,6
501,8,41,2024-08-03,10
502,37,25,2024-08-21,8
503,3,43,2024-08-08,6
504,32,37,2024-08-08,1
505,44,12,2024-08-30,4
506,5,46,2024-08-15,1
507,13,10,2024-08-02,2
508,15,35,2024-08-18,6
509,38,20,2024-08-01,6
510,16,35,2024-08-04,10
511,38,24,2024-08-25,5
512,25,7,2024-08-12,5
513,15,36,2024-08-19,9
514,35,30,2024-08-11,8
515,5,31,2024-08-13,2
516,34,14,2024-08-07,4
517,14,50,2024-08-09,6
518,34,7,2024-08-25,6
519,10,32,2024-08-16,6
520,11,16,2024-08-17,5
521,42,45,2024-08-24,4
522,14,45,2024-08-01,8
523,26,5,2024-08-26,3
524,1,32,2024-08-24,4
525,39,16,2024-08-08,2
526,46,43,2024-08-11,10
527,15,11,2024-08-21,5
528,7,37,2024-08-20,7
529,44,37,2024-08-10,8
530,13,6,2024-08-12,6
531,16,36,2024-08-26,7
532,47,4,2024-08-01,8
533,6,4,2024-08-22,8
534,36,1,2024-08-11,7
535,4,34,2024-08-30,1
536,6,50,2024-08-25,5
537,9,8,2024-08-09,9
538,24,16,2024-08-30,5
539,27,17,2024-08-13,8
540,34,31,2024-08-23,2
541,42,4,2024-08-15,8
542,10,21,2024-08-25,1
543,43,21,2024-08-10,1
544,33,31,2024-08-26,4
545,28,46,2024-08-31,1
546,5,3,2024-08-04,9
547,23,22,2024-08-09,2
548,49,15,2024-08-15,8
549,35,41,2024-08-31,2
550,14,38,2024-08-06,3
551,31,37,2024-08-31,10
552,6,2,2024-08-19,2
553,36,24,2024-08-22,4
554,41,16,2024-08-21,4
555,5,50,2024-08-15,9
556,43,14,2024-08-01,6
557,2,18,2024-08-28,6
558,4,40,2024-08-16,4
559,36,33,2024-08-23,5
560,27,2,2024-08-18,4
561,8,11,2024-08-06,3
562,13,13,2024-08-20,1
563,43,40,2024-08-19,7
564,6,29,2024-08-11,5
565,41,3,2024-08-26,2
566,19,39,2024-08-09,7
567,31,32,2024-08-28,2
568,15,13,2024-08-19,8
569,6,35,2024-08-25,1
570,35,4,2024-08-13,6
571,14,49,2024-08-03,2
572,23,21,2024-08-02,5
573,41,16,2024-08-10,10
574,37,9,2024-08-07,5
575,17,33,2024-08-11,9
576,31,2,2024-08-27,3
577,8,35,2024-08-29,1
578,30,30,2024-08-21,9
579,6,20,2024-08-16,9
580,25,41,2024-08-05,5
581,49,29,2024-08-04,9
582,8,4,2024-08-11,4
583,25,13,2024-08-18,2
584,31,2,2024-08-20,2
585,21,24,2024-08-06,3
586,20,12,2024-08-13,4
587,47,24,2024-08-19,9
588,40,8,2024-08-14,2
589,15,11,2024-08-11,8
590,24,2,2024-08-13,8
591,24,30,2024-08-24,7
592,17,21,2024-08-17,7
593,12,3,2024-08-22,4
594,17,35,2024-08-15,7
595,45,43,2024-08-22,5
596,48,22,2024-08-25,6
597,46,21,2024-08-06,10
598,43,23,2024-08-02,1
599,16,32,2024-08-31,10
600,43,17,2024-08-29,8
601,30,20,2024-08-26,8
602,24,18,2024-08-01,10
603,33,38,2024-08-12,2
604,2,5,2024-08-29,9
605,31,33,2024-08-31,6
606,49,33,2024-08-12,5
607,14,47,2024-08-29,8
608,10,36,2024-08-06,6
609,45,42,2024-08-05,8
610,23,38,2024-08-26,5
611,27,16,2024-08-02,7
612,11,33,2024-08-15,8
613,40,2,2024-08-01,9
614,18,36,2024-08-08,3
615,6,22,2024-08-10,7
616,15,37,2024-08-12,6
617,7,30,2024-08-22,2
618,24,20,2024-08-22,2
619,13,18,2024-08-11,5
620,30,21,2024-08-22,2
621,16,29,2024-08-08,8
622,17,14,2024-08-07,6
623,48,21,2024-08-28,3
624,13,37,2024-08-21,6
625,25,13,2024-08-24,6
626,5,9,2024-08-27,5
627,27,44,2024-08-25,5
628,44,5,2024-08-28,7
629,29,36,2024-08-12,6
630,24,29,2024-08-11,9
631,30,36,2024-08-01,4
632,1,37,2024-08-17,1
633,30,9,2024-08-12,9
634,8,10,2024-08-01,1
635,46,40,2024-08-09,7
636,1,9,2024-08-26,6
637,20,22,2024-08-11,5
638,20,45,2024-08-08,4
639,8,50,2024-08-11,6
640,30,1,2024-08-26,9
641,13,30,2024-08-23,6
642,31,7,2024-08-15,4
643,39,11,2024-08-16,4
644,13,8,2024-08-14,8
645,32,22,2024-08-31,2
646,3,46,2024-08-16,1
647,49,9,2024-08-25,2
648,13,3,2024-08-01,6
649,32,1,2024-08-04,7
650,17,21,2024-08-31,4
651,35,43,2024-08-11,5
652,7,12,2024-08-26,8
653,12,6,2024-08-21,2
654,44,25,2024-08-16,3
655,35,44,2024-08-27,6
656,36,33,2024-08-29,10
657,3,34,2024-08-30,10
658,35,1,2024-08-25,2
659,38,3,2024-08-25,10
660,37,10,2024-08-20,5
661,8,21,2024-08-28,5
662,17,46,2024-08-04,1
663,38,43,2024-08-24,9
664,4,7,2024-08-07,1
665,25,34,2024-08-08,4
666,18,19,2024-08-03,9
667,12,49,2024-08-07,10
668,14,36,2024-08-23,4
669,7,50,2024-08-28,7
670,46,6,2024-08-22,10
671,28,3,2024-08-31,7
672,18,9,2024-08-29,3
673,26,47,2024-08-31,3
674,49,5,2024-08-24,6
675,38,44,2024-08-27,8
676,15,12,2024-08-22,2
677,24,12,2024-08-19,5
678,36,36,2024-08-19,6
679,17,34,2024-08-02,9
680,35,29,2024-08-18,3
681,36,31,2024-08-04,4
682,9,15,2024-08-20,7
683,44,33,2024-08-25,6
684,21,38,2024-08-26,5
685,1,24,2024-08-13,3
686,15,37,2024-08-05,4
687,29,47,2024-08-19,10
688,9,23,2024-08-02,2
689,33,10,2024-08-19,4
690,38,10,2024-08-08,8
691,7,2,2024-08-01,7
692,25,28,2024-08-14,2
693,9,48,2024-08-22,6
694,37,46,2024-08-25,6
695,43,39,2024-08-25,7
696,36,16,2024-08-28,6
697,48,35,2024-08-09,8
698,10,29,2024-08-09,10
699,17,45,2024-08-13,1
700,26,46,2024-08-22,2
701,15,11,2024-08-28,3
702,17,45,2024-08-05,3
703,5,46,2024-08-26,10
704,8,9,2024-08-21,1
705,42,11,2024-08-10,8
706,20,25,2024-08-03,7
707,44,11,2024-08-07,9
708,20,9,2024-08-16,4
709,29,31,2024-08-27,8
710,23,36,2024-08-19,4
711,34,37,2024-08-31,4
712,4,2,2024-08-20,8
713,1,18,2024-08-10,7
714,36,44,2024-08-05,8
715,20,18,2024-08-30,4
716,42,32,2024-08-20,3
717,35,28,2024-08-30,7
718,27,39,2024-08-24,8
719,25,32,2024-08-21,3
720,10,19,2024-08-22,1
721,9,13,2024-08-11,7
722,17,4,2024-08-29,8
723,15,21,2024-08-24,1
724,21,3,2024-08-30,5
725,30,30,2024-08-30,9
726,32,22,2024-08-17,9
727,2,17,2024-08-02,7
728,44,39,2024-08-21,10
729,7,26,2024-08-25,1
730,15,26,2024-08-16,9
731,27,40,2024-08-27,7
732,19,45,2024-08-07,10
733,17,38,2024-08-18,1
734,19,46,2024-08-26,2
735,46,47,2024-08-24,4
736,3,15,2024-08-29,2
737,10,35,2024-08-16,2
738,25,37,2024-08-29,1
739,9,34,2024-08-09,8
740,23,25,2024-08-08,10
741,9,32,2024-08-17,3
742,31,13,2024-08-30,4
743,12,21,2024-08-04,5
744,9,12,2024-08-18,5
745,40,3,2024-08-02,3
746,38,5,2024-08-13,7
747,3,30,2024-08-13,6
748,41,25,2024-08-01,9
749,37,38,2024-08-09,6
750,41,27,2024-08-27,2
751,23,39,2024-08-31,2
752,48,16,2024-08-09,2
753,25,25,2024-08-13,6
754,26,47,2024-08-23,7
755,44,7,2024-08-19,10
756,29,5,2024-08-02,2
757,18,30,2024-08-23,9
758,2,22,2024-08-25,4
759,11,44,2024-08-05,4
760,32,11,2024-08-17,2
761,16,32,2024-08-31,10
762,14,21,2024-08-04,9
763,13,2,2024-08-02,4
764,7,38,2024-08-29,5
765,9,24,2024-08-20,2
766,3,1,2024-08-23,2
767,32,24,2024-08-23,5
768,29,12,2024-08-25,10
769,25,45,2024-08-30,3
770,9,35,2024-08-24,3
771,20,48,2024-08-02,1
772,44,5,2024-08-17,6
773,36,38,2024-08-13,4
774,2,16,2024-08-12,2
775,17,42,2024-08-03,1
776,23,31,2024-08-10,3
777,8,17,2024-08-25,3
778,9,39,2024-08-22,2
779,12,40,2024-08-21,8
780,44,17,2024-08-07,10
781,8,34,2024-08-10,6
782,42,22,2024-08-12,1
783,40,26,2024-08-24,9
784,44,35,2024-08-14,8
785,21,23,2024-08-02,2
786,41,12,2024-08-04,5
787,32,35,2024-08-04,6
788,24,15,2024-08-29,6
789,30,14,2024-08-16,7
790,13,5,2024-08-11,10
791,39,38,2024-08-04,2
792,31,1,2024-08-25,3
793,15,48,2024-08-21,2
794,10,48,2024-08-27,3
795,43,3,2024-08-08,10
796,42,42,2024-08-29,2
797,17,25,2024-08-07,8
798,8,9,2024-08-19,2
799,23,1,2024-08-01,5
800,8,2,2024-08-24,6
801,26,16,2024-08-21,3
802,47,21,2024-08-10,10
803,40,16,2024-08-23,9
804,22,4,2024-08-05,10
805,44,31,2024-08-04,10
806,19,3,2024-08-17,4
807,13,27,2024-08-22,8
808,4,36,2024-08-02,5
809,8,40,2024-08-14,10
810,46,13,2024-08-06,4
811,35,46,2024-08-17,7
812,38,43,2024-08-02,1
813,48,44,2024-08-05,3
814,17,21,2024-08-27,8
815,17,46,2024-08-04,8
816,48,36,2024-08-10,10
817,32,19,2024-08-04,5
818,19,4,2024-08-31,7
819,3,7,2024-08-26,3
820,21,25,2024-08-29,1
821,43,25,2024-08-14,5
822,16,9,2024-08-09,9
823,49,5,2024-08-31,5
824,10,23,2024-08-09,1
825,47,13,2024-08-25,7
826,46,40,2024-08-04,4
827,36,28,2024-08-15,9
828,26,13,2024-08-05,8
829,11,2,2024-08-08,1
830,46,31,2024-08-10,3
831,5,17,2024-08-02,4
832,28,17,2024-08-25,4
833,1,23,2024-08-06,7
834,27,19,2024-08-05,4
835,2,23,2024-08-07,5
836,49,10,2024-08-07,10
837,46,33,2024-08-16,1
838,4,26,2024-08-30,9
839,26,18,2024-08-24,6
840,11,20,2024-08-06,3
841,28,44,2024-08-22,4
842,10,22,2024-08-26,7
843,1,42,2024-08-12,5
844,22,26,2024-08-29,6
845,18,50,2024-08-10,2
846,34,47,2024-08-18,3
847,12,17,2024-08-02,4
848,43,27,2024-08-31,8
849,24,35,2024-08-22,2
850,22,15,2024-08-27,8
851,8,12,2024-08-13,9
852,4,17,2024-08-26,2
853,4,41,2024-08-27,9
854,2,29,2024-08-15,4
855,30,32,2024-08-15,1
856,24,3,2024-08-20,1
857,24,38,2024-08-18,5
858,12,27,2024-08-24,1
859,36,46,2024-08-11,4
860,14,5,2024-08-14,5
861,49,43,2024-08-23,6
862,10,38,2024-08-01,3
863,37,8,2024-08-06,4
864,46,38,2024-08-15,10
865,27,37,2024-08-06,3
866,17,31,2024-08-27,8
867,30,18,2024-08-06,7
868,17,3,2024-08-09,8
869,25,2,2024-08-29,9
870,43,21,2024-08-17,1
871,12,12,2024-08-24,10
872,40,36,2024-08-03,1
873,36,26,2024-08-30,9
874,20,16,2024-08-05,1
875,13,47,2024-08-25,10
876,17,44,2024-08-24,4
877,8,46,2024-08-22,5
878,26,50,2024-08-26,9
879,16,17,2024-08-21,3
880,39,5,2024-08-17,5
881,3,23,2024-08-30,4
882,8,16,2024-08-02,2
883,44,29,2024-08-19,2
884,49,29,2024-08-06,1
885,36,18,2024-08-21,7
886,8,46,2024-08-09,7
887,30,46,2024-08-11,8
888,18,49,2024-08-09,2
889,28,31,2024-08-17,6
890,25,1,2024-08-11,2
891,12,48,2024-08-10,9
892,17,43,2024-08-09,2
893,36,8,2024-08-07,2
894,17,23,2024-08-12,2
895,17,23,2024-08-09,10
896,13,21,2024-08-22,9
897,11,7,2024-08-28,5
898,27,40,2024-08-06,10
899,22,27,2024-08-02,7
900,31,14,2024-08-04,10
901,1,20,2024-08-20,10
902,33,34,2024-08-22,4
903,37,2,2024-08-19,3
904,37,31,2024-08-13,8
905,22,17,2024-08-24,8
906,6,36,2024-08-09,2
907,15,17,2024-08-05,8
908,6,8,2024-08-02,2
909,20,18,2024-08-23,4
910,49,19,2024-08-03,8
911,30,25,2024-08-23,6
912,25,12,2024-08-25,5
913,13,5,2024-08-02,1
914,43,14,2024-08-08,5
915,23,13,2024-08-29,4
916,8,29,2024-08-12,9
917,20,20,2024-08-07,5
918,8,3,2024-08-26,3
919,42,17,2024-08-05,5
920,33,47,2024-08-10,3
921,39,47,2024-08-24,5
922,16,39,2024-08-24,10
923,28,16,2024-08-31,5
924,14,4,2024-08-27,2
925,21,16,2024-08-04,4
926,42,16,2024-08-01,6
927,14,5,2024-08-11,8
928,25,31,2024-08-22,4
929,26,7,2024-08-01,7
930,26,35,2024-08-14,7
